Date,target_5d_up,return_3d,return_20d,ma_20,volume_change_1d,volume_change_5d,volume_change_20d,volume_ma5_ratio,open_close_return,close_position,qqq_return_20d,qqq_volume_change_1d,qqq_volume_change_5d,qqq_volume_change_20d,qqq_volume_ma20_ratio,spy_return_1d,spy_return_3d,spy_return_5d,spy_return_10d,spy_close_ma60_ratio,spy_volume_change_1d,spy_volume_change_5d,spy_volume_change_20d,spy_volume_ma5_ratio,soxx_return_1d,soxx_return_5d,soxx_return_10d,soxx_volatility_5d,soxx_volume_change_1d,soxx_volume_change_5d,soxx_volume_change_20d,soxx_volume_ma5_ratio,soxx_volume_ma20_ratio,gold_return_1d,gold_return_3d,gold_return_5d,gold_return_10d,gold_return_20d,gold_close_ma60_ratio,gold_volatility_5d,gold_volume_change_1d,gold_volume_change_5d,gold_volume_change_20d,gold_volume_ma5_ratio,gold_volume_ma20_ratio,oil_return_1d,oil_return_3d,oil_return_5d,oil_return_10d,oil_return_20d,oil_close_ma60_ratio,oil_volatility_5d,oil_volume_change_1d,oil_volume_change_5d,oil_volume_change_20d,oil_volume_ma20,oil_volume_ma5_ratio,oil_volume_ma20_ratio
2020-03-26,0,0.16133960553386983,-0.059496191138795895,59.457750129699704,-0.06007182500816188,-0.10487553681428652,-0.6451483684097001,-0.2513521947160391,0.042123270893795306,0.9517243737980421,-0.06482724307513632,-0.099907723404567,-0.33920667678551486,-0.34423005255182537,-0.26339924766544764,0.05839017107687727,0.1715636613528213,0.092411998828972,0.0589497222403923,-0.14641062075733424,-0.13959008156489172,-0.1095291751059373,-0.09397000564438274,-0.12115205026588594,0.06724180978571925,0.1745112259626973,0.1292401577980189,0.05640174082449759,0.32283653846153837,0.12111643068147093,-0.20859998561875315,-0.04476731066326445,-0.1657159750306053,0.012822223412266576,0.04743678945072216,0.11011310450822953,0.03687673357207344,-0.0049350292651684224,0.03063412068826099,0.025499199506446718,-0.22354957100843398,-0.386515850573002,-0.5416467887440142,-0.3501074660691017,-0.4503225723193267,-0.04921259916429599,-0.010245940484079563,-0.10055865425717914,-0.26146789726623565,-0.506134963641897,-0.5145322105638774,0.04407344102074362,0.2720675798508254,-0.03464068359254935,1.519326709996915,11023797.15,0.18836400821183852,0.42450915835293634
2020-03-27,0,-0.00553489064127366,-0.12866563006646248,59.03325004577637,0.36455800625217094,-0.08458457729556546,-0.348557866699831,0.04123045322024921,-0.021611511460125743,0.009708953607016076,-0.09769256453695108,-0.26340258062577926,-0.5054372902552362,-0.6028647459029504,-0.43411726211612445,-0.02978599711151453,0.042237323375692526,0.1076049379814068,-0.05350453086983464,-0.16882247800357608,-0.12922112401837038,-0.35377930791326617,-0.41725895497846877,-0.16472860712892168,-0.0496148503527547,0.1489683727163016,-0.030766896106692143,0.06268731777387768,-0.24259494821006722,-0.15016821286573556,-0.4777923949132369,-0.2575174576029642,-0.3492990289443282,-0.006460489804721581,-0.007496701057631117,0.08664620181831273,0.06260469917032996,0.0260816484016424,0.022903638149535777,0.028471769314939995,-0.23114366655710505,-0.5101416035101716,-0.7699135354897938,-0.4422828674810141,-0.545220044924368,-0.07453419031074782,-0.10240968412219398,-0.09514175335723762,-0.3577586543545852,-0.5269841396389137,-0.5443502674286387,0.042221673274841554,-0.02492756391887163,-0.16481229092080507,1.8497406915660828,11520742.75,0.2142723032275462,0.3290853143995425
2020-03-30,0,0.04130357071745894,-0.12479855078375357,58.60725021362305,-0.27250743751690343,-0.30470745651380615,-0.35059291344173826,-0.1886444286728176,0.02032101432381017,0.8992621807657124,-0.11076026138511874,-0.16123884782054554,-0.6040036970534292,-0.5629576238844138,-0.5103925363899349,0.03247585197815761,0.06021327908692986,0.17358171400832312,0.09730503687840963,-0.13894297290651536,-0.23612114047709476,-0.4743673188452917,-0.2820824654508771,-0.2789107476821523,0.034803090906040834,0.14795308381185612,0.18312957716820955,0.06266666206783936,0.3361324376199617,0.19866551872578553,-0.19243039443155452,-0.039529509158014564,-0.12147719295478032,0.004400644787818209,0.010707171741651145,0.04524945303552386,0.07963851191686233,0.024932984562952676,0.026374155098852547,0.02424967065066997,0.22965820491419509,-0.5727386543684925,-0.258631270174405,-0.15969946191385054,-0.43526744498591785,-0.05369122648389968,-0.16732281838548946,-0.1331967377303842,-0.3008264651707905,-0.5735887110341849,-0.5624364206499253,0.044543934381120524,0.34150391358439913,1.269645787561815,2.970565181681626,12289133.35,0.37784220546997305,0.6714909355263852
2020-03-31,0,-0.03762735610518286,-0.11297893718592156,58.23425025939942,0.11787088873337992,-0.3458403183906428,-0.3092628876427268,0.0031989009910704524,-0.021713700689047655,0.15662639527651218,-0.08914560406336924,0.2695144954403539,-0.339606752822986,-0.5251410534771719,-0.356313353981325,-0.014905263296797089,-0.013208408815129968,0.060045540122316776,0.02557636633028193,-0.14884665612248638,0.1371982762393542,-0.17246007868548952,-0.3506973933086359,-0.15095949139414644,-0.019634848251244397,0.015569066958862399,0.06609806742773294,0.04656103871349609,0.2995151732806609,-0.24543843186320513,0.5907242554126828,0.3584487742613658,0.11795533276434034,-0.03184668568859872,-0.03386845637797742,-0.03487608251364582,0.031276160278084886,-0.03794916083600597,-0.006555836289729777,0.017213985449907314,0.10252547409547308,-0.35789524429339314,-0.5357069406052071,0.033153688155828975,-0.3541697375464511,-0.004728127857288822,-0.12836436756780667,-0.15461846947337354,-0.26269702101206727,-0.5743175033366547,-0.5576646863509505,0.038830345566404655,-0.23862558982141968,0.46994744966240476,1.4405297858229624,12750697.1,-0.016890485301607416,0.226562350069472
2020-04-01,1,-0.03182882077318494,-0.19808398499818047,57.54675025939942,0.2653077193943425,0.31978452497551424,0.19746732328655536,0.19579806764356777,-0.018600146023810327,0.1913479396199014,-0.16277835129488294,-0.14273858788719307,-0.3947894707785148,-0.26504045907435325,-0.4426468242181978,-0.04500487514602902,-0.02868732462856527,-0.0025930440879374794,0.03165613994370631,-0.1837565446997389,-0.027332050157762855,-0.3669491698067965,0.07327416832471378,-0.08672962418209962,-0.05472420818722257,-0.027327604588964882,0.09797049685792247,0.05356873962784893,-0.32320022108608537,0.17740384615384608,-0.1242624709458251,-0.1053881278538813,-0.23928448011430925,0.009456223354449733,-0.01839082464208741,-0.012227402949111399,0.062189056075237614,-0.03055271537350679,0.0026074098733879225,0.01804232592100925,-0.11202372461428733,-0.2813236759594585,-0.03963298282651939,-0.011592730141432694,-0.425838621301992,0.04038006526213023,-0.02013415659397011,-0.13779524011379507,-0.07006367750177012,-0.5557809059886978,-0.5326171857896711,0.04607662013534795,-0.048650774240266204,0.2052503134299668,1.5680681801117866,13204943.95,-0.09359316916621285,0.12674844030670807
2020-04-02,1,-0.04326358300372646,-0.14977317771116128,57.043250274658206,-0.23885281385281387,0.06875217089267105,-0.13218755508549274,-0.10035670689365306,0.03616100802600708,0.9170414365160687,-0.11902080148079153,0.0511938848077087,-0.2931906829094878,-0.2825749153489908,-0.40727473108507617,0.02307518634538086,-0.03753110113776925,-0.03587322032321394,0.053223662511257874,-0.16172423134021463,-0.06274814749945401,-0.31041233880158114,-0.04671647525202982,-0.0725666178189589,0.02979650116894028,-0.061454845196696306,0.10233182038937771,0.04253211836957544,0.20385871784401788,0.07150645102671271,-0.0030433679939132485,0.06172461602175128,-0.08407796171814019,0.0163934225377782,-0.006670182348119336,-0.00874452850851315,0.10040568881818324,-0.035494389495861256,0.018595989795313184,0.01884473916286958,-0.2231344166934407,-0.2809394124368064,-0.48878626867332464,-0.1831271659136533,-0.544235107086124,0.16666666666666674,0.20803785117562912,0.05797105884703746,-0.048417087073663656,-0.46826219395711843,-0.44682998906974736,0.09587858974745347,1.7036542293823702,1.5616407170376032,8.715837524831988,15009263.95,0.8868401765978529,1.6801264295175513
2020-04-03,1,-0.043537634460426466,-0.15043981826445052,56.54725017547607,-0.27102841705429503,-0.4290532478482906,-0.5156553660116605,-0.2724766364613108,-0.017192974425198737,0.2645167641533426,-0.11661993648897329,-0.15899499338531808,-0.1930053530461382,-0.4713520445649706,-0.49018552162137574,-0.014453998577294569,-0.03709020114968442,-0.020637416336878767,0.08474683373950187,-0.17041814977861702,-0.23696445578193004,-0.3957364942328917,-0.40716814654659694,-0.22004016446903596,-0.018922504359848435,-0.031144867571434864,0.11318390490428532,0.03765927160531626,-0.12083439328415158,0.2437619961612285,-0.3588919119465743,-0.0995153641716896,-0.1761850087601855,0.0049374590529023266,0.031070521782552207,0.0026272177108990213,0.0895010579652109,-0.031101295210154367,0.022963306816527362,0.018800847631408286,-0.07827345646093398,-0.1379699936893105,-0.6860203014822011,-0.22847142763440786,-0.5597027495768122,0.15459881432717393,0.4014251881014972,0.31991059782901465,0.19433198927676254,-0.3241694839933459,-0.353424642578018,0.09724325059030045,-0.2980083514131464,0.8442223608203996,1.8868003128178654,15932102.7,0.18129465073804707,0.7724480899812427
2020-04-06,1,0.10644029712766634,0.018774266597576528,56.604000091552734,1.4201683013820774,0.8993833100069979,0.22551924596455586,0.5090940049761616,0.05075489872781169,0.9044009706354976,0.017196026324199476,0.363798128353507,0.3121468325603918,-0.44372723837009553,-0.2848853515422277,0.06716610219777364,0.07601041101048778,0.01226827634146388,0.187979538785066,-0.11173523933117835,0.3872789559254417,0.09740181304141049,-0.39220851581343386,0.06163075514398764,0.10199996438831715,0.03176955192402042,0.18442303891435619,0.06069075720039035,0.611304012345679,0.4999102172741965,-0.17602959309494448,0.3229960245181114,0.34650879752395847,0.027710521817620126,0.04971567806149557,0.02589593749204866,0.07231716753492967,-0.0058931163435064216,0.05003768580900325,0.022486511741798013,0.7403620219385767,0.2200498307245322,-0.4073152195329872,0.28070715075177777,-0.21300115492492988,-0.07118645245848754,0.2511415241761876,0.2955082728992027,0.12295079724630464,-0.15950919706985023,-0.3916631143699424,0.10255553381821449,-0.27935121238224325,-0.009293528729490852,0.05613869596814247,15986188.3,-0.14733960983458194,0.272991073175336
2020-04-07,0,0.07408380202091869,-0.04331565543904625,56.46500015258789,-0.3205457371481204,0.15446613717281577,-0.059837501991397146,-0.0020225387935116634,-0.03837113558013927,0.0,-0.0357233948872584,0.07938113289121196,0.11562848611459109,-0.3051187285783584,-0.21481260080626474,0.0010196747720052635,0.0528137189297333,0.028632498998566458,0.0903972929883039,-0.10790368682882523,0.07107260827858175,0.03359022501412401,-0.2713637223583357,0.12874140697725767,-0.003564957113427747,0.048682050648762853,0.06500905171387061,0.05929045724376316,0.3361067879803663,0.5421445350283267,0.7350174893120871,0.5722557195987827,0.7330372601846316,-0.005354484768834378,0.0272547699539063,0.05396818689413818,0.017209905441260442,0.01009837908945288,0.043352631877215275,0.01239201136698395,-0.3761304810947602,-0.30962873981756067,-0.5111819897403185,-0.1393217832439465,-0.4960785436618399,-0.07116785860003216,-0.003913890490010341,0.2090261535551552,0.022088380139177133,-0.29696128266565147,-0.4271995591959413,0.11599974868957001,0.15145741273766578,0.49828559371208514,1.190283571103088,16622893.3,-0.07838286846337461,0.4096508097059133
2020-04-08,0,0.13236345688925666,0.04479949294024976,56.601000213623045,-0.19412342833903817,-0.2647186147186147,-0.34664999793930573,-0.1463169458545447,0.015041242618962114,0.8491496289256106,0.029594321513372046,-0.34281197920019457,-0.14474433775044027,-0.4847928871982128,-0.47114486642293574,0.03356834797760988,0.10411379543069454,0.11326431412788374,0.11037757067982246,-0.0752606936081105,-0.2365752986687002,-0.18875880616983176,-0.3977098211120872,-0.10229256921753982,0.03345683625047524,0.14650945648122926,0.11517809939700108,0.04665173406800685,-0.4152143721159446,0.3324826459779502,0.7304785894206549,-0.12090354386390267,-0.007768791048406665,-0.008907968786563414,0.013101867539911272,0.034794225857649685,0.022141379888674484,0.004677458942128565,0.03304194512321934,0.015224184446744123,-0.17341279335319837,-0.35735664643116827,-0.5814514397105711,-0.22744948966212608,-0.5710544122286287,0.05500976907217425,-0.08983054258329515,0.22602733909849038,0.05708660752133654,-0.22622480673151146,-0.3878481683257683,0.11607456637074802,-0.09894494712999802,0.4190769995933772,1.5945882909248916,17271706.4,-0.20839855356369585,0.2224588301246253
